video,category,pose_sequence,subset
pose_data/val/barbell biceps curl/c25119e5-2a27-4dde-b1d5-d7a5643c2265.npy,barbell biceps curl,c25119e5-2a27-4dde-b1d5-d7a5643c2265.npy,val
pose_data/val/barbell biceps curl/cf88b8ae-668e-4791-bafb-ebb76277441a.npy,barbell biceps curl,cf88b8ae-668e-4791-bafb-ebb76277441a.npy,val
pose_data/val/barbell biceps curl/7dcb9d8f-c6d3-449e-ae59-5693e001aba7.npy,barbell biceps curl,7dcb9d8f-c6d3-449e-ae59-5693e001aba7.npy,val
pose_data/val/barbell biceps curl/bdf47441-b611-4752-966c-5f0a66dc4683.npy,barbell biceps curl,bdf47441-b611-4752-966c-5f0a66dc4683.npy,val
pose_data/val/barbell biceps curl/177e113c-4f8d-4d86-b7cf-1d83c447782b.npy,barbell biceps curl,177e113c-4f8d-4d86-b7cf-1d83c447782b.npy,val
pose_data/val/barbell biceps curl/0e4e1920-cb00-4d3e-bf06-0a5f67a58b8d.npy,barbell biceps curl,0e4e1920-cb00-4d3e-bf06-0a5f67a58b8d.npy,val
pose_data/val/barbell biceps curl/fea6204d-584b-4f99-aa64-8b5347d8fdc3.npy,barbell biceps curl,fea6204d-584b-4f99-aa64-8b5347d8fdc3.npy,val
pose_data/val/barbell biceps curl/39c2ff64-02c3-46cd-8fcf-04a1439be8af.npy,barbell biceps curl,39c2ff64-02c3-46cd-8fcf-04a1439be8af.npy,val
pose_data/val/barbell biceps curl/db630241-de1e-4c09-9f0d-e4be4868fb26.npy,barbell biceps curl,db630241-de1e-4c09-9f0d-e4be4868fb26.npy,val
pose_data/val/barbell biceps curl/2a5ea5d6-7326-4fec-a42d-444e20f000bd.npy,barbell biceps curl,2a5ea5d6-7326-4fec-a42d-444e20f000bd.npy,val
pose_data/val/chest fly machine/34333708-6df1-483e-965b-585f7ddc8ab8.npy,chest fly machine,34333708-6df1-483e-965b-585f7ddc8ab8.npy,val
pose_data/val/chest fly machine/74a3ff22-e66d-4700-9226-05afb269878a.npy,chest fly machine,74a3ff22-e66d-4700-9226-05afb269878a.npy,val
pose_data/val/chest fly machine/df1ad8f4-71ce-4518-bb7f-4e0d8debf67b.npy,chest fly machine,df1ad8f4-71ce-4518-bb7f-4e0d8debf67b.npy,val
pose_data/val/chest fly machine/105d301b-4ab0-47d8-8b94-48fc32f40bbf.npy,chest fly machine,105d301b-4ab0-47d8-8b94-48fc32f40bbf.npy,val
pose_data/val/chest fly machine/54e8d731-de1b-4ecb-9e5d-bb4186be3c4a.npy,chest fly machine,54e8d731-de1b-4ecb-9e5d-bb4186be3c4a.npy,val
pose_data/val/chest fly machine/dab95cbc-bfef-41ee-ad39-5663ab82ae46.npy,chest fly machine,dab95cbc-bfef-41ee-ad39-5663ab82ae46.npy,val
pose_data/val/chest fly machine/8db41b85-ce07-40ae-a15d-d90990712b72.npy,chest fly machine,8db41b85-ce07-40ae-a15d-d90990712b72.npy,val
pose_data/val/chest fly machine/439da2e4-1659-47ba-8e3d-57194c79e55d.npy,chest fly machine,439da2e4-1659-47ba-8e3d-57194c79e55d.npy,val
pose_data/val/chest fly machine/8d1c8718-12a2-4eac-a562-595f0e4a63e2.npy,chest fly machine,8d1c8718-12a2-4eac-a562-595f0e4a63e2.npy,val
pose_data/val/chest fly machine/ba2033e6-e5eb-40ef-8dba-6eba9ce79ec2.npy,chest fly machine,ba2033e6-e5eb-40ef-8dba-6eba9ce79ec2.npy,val
pose_data/val/chest fly machine/08bd5635-48b8-44e7-92a6-dbc6278b3d8d.npy,chest fly machine,08bd5635-48b8-44e7-92a6-dbc6278b3d8d.npy,val
pose_data/val/chest fly machine/c7570094-7b26-41f1-bc0f-f42873f9efa1.npy,chest fly machine,c7570094-7b26-41f1-bc0f-f42873f9efa1.npy,val
pose_data/val/chest fly machine/a507ebd1-7236-43dc-88d2-8c8f2bacafba.npy,chest fly machine,a507ebd1-7236-43dc-88d2-8c8f2bacafba.npy,val
pose_data/val/chest fly machine/0b6ae56f-00f1-4b1d-a28b-38b115ae36d6.npy,chest fly machine,0b6ae56f-00f1-4b1d-a28b-38b115ae36d6.npy,val
pose_data/val/chest fly machine/a6db2f7c-788d-436b-8857-ac141d69e3b4.npy,chest fly machine,a6db2f7c-788d-436b-8857-ac141d69e3b4.npy,val
pose_data/val/chest fly machine/4fba249a-dfd2-49d9-b36e-80043c2ef5b6.npy,chest fly machine,4fba249a-dfd2-49d9-b36e-80043c2ef5b6.npy,val
pose_data/val/incline bench press/68269f4f-5759-42b0-b1c5-a49e783ed6e3.npy,incline bench press,68269f4f-5759-42b0-b1c5-a49e783ed6e3.npy,val
pose_data/val/incline bench press/d884be4e-eb1c-44ad-ae9b-028e702e9d13.npy,incline bench press,d884be4e-eb1c-44ad-ae9b-028e702e9d13.npy,val
pose_data/val/incline bench press/ec6ec306-9ed1-416f-af4a-bff4ce9e3eed.npy,incline bench press,ec6ec306-9ed1-416f-af4a-bff4ce9e3eed.npy,val
pose_data/val/incline bench press/c929febf-e1e9-49d9-bc3b-fa008537e356.npy,incline bench press,c929febf-e1e9-49d9-bc3b-fa008537e356.npy,val
pose_data/val/incline bench press/949428c4-c1cf-4a02-a3fb-dae0d1c272e9.npy,incline bench press,949428c4-c1cf-4a02-a3fb-dae0d1c272e9.npy,val
pose_data/val/incline bench press/60dddd26-42d3-4f49-8cd4-888630a11229.npy,incline bench press,60dddd26-42d3-4f49-8cd4-888630a11229.npy,val
pose_data/val/incline bench press/c39c7a52-8ce2-4d55-a05e-a5df3b10bb67.npy,incline bench press,c39c7a52-8ce2-4d55-a05e-a5df3b10bb67.npy,val
pose_data/val/incline bench press/e17b506b-ba91-4556-8473-f0ae1012d26b.npy,incline bench press,e17b506b-ba91-4556-8473-f0ae1012d26b.npy,val
pose_data/val/incline bench press/02344108-3f94-4f0c-8823-e513ac02cc43.npy,incline bench press,02344108-3f94-4f0c-8823-e513ac02cc43.npy,val
pose_data/val/incline bench press/33640cd1-4ca0-420d-bed9-97b2e56d3d63.npy,incline bench press,33640cd1-4ca0-420d-bed9-97b2e56d3d63.npy,val
pose_data/val/incline bench press/994f7cd9-c572-44b5-aa6d-0a454efb7ddc.npy,incline bench press,994f7cd9-c572-44b5-aa6d-0a454efb7ddc.npy,val
pose_data/val/incline bench press/9cd094f7-09d9-4119-a93f-ae683d8d38ea.npy,incline bench press,9cd094f7-09d9-4119-a93f-ae683d8d38ea.npy,val
pose_data/val/incline bench press/fdd0d58d-a5b4-4084-8281-090316461369.npy,incline bench press,fdd0d58d-a5b4-4084-8281-090316461369.npy,val
pose_data/val/incline bench press/df8f59fd-9989-4e21-a05d-3f1bf606ecff.npy,incline bench press,df8f59fd-9989-4e21-a05d-3f1bf606ecff.npy,val
pose_data/val/incline bench press/f1ee8ee6-5464-4150-8145-ece193849cd1.npy,incline bench press,f1ee8ee6-5464-4150-8145-ece193849cd1.npy,val
pose_data/val/leg extension/4537a80f-b1c9-40d4-a3d4-527133c37da9.npy,leg extension,4537a80f-b1c9-40d4-a3d4-527133c37da9.npy,val
pose_data/val/leg extension/80765524-b7de-4abd-9cfd-a2d54c30a3ea.npy,leg extension,80765524-b7de-4abd-9cfd-a2d54c30a3ea.npy,val
pose_data/val/leg extension/94e57b2f-fe5f-4232-a07a-c70718c7dd14.npy,leg extension,94e57b2f-fe5f-4232-a07a-c70718c7dd14.npy,val
pose_data/val/leg extension/0cfd5f11-514a-415f-a942-83ca23995b1f.npy,leg extension,0cfd5f11-514a-415f-a942-83ca23995b1f.npy,val
pose_data/val/leg extension/e50967bf-1268-4ad7-820c-7d6509848b68.npy,leg extension,e50967bf-1268-4ad7-820c-7d6509848b68.npy,val
pose_data/val/leg extension/f8162efd-c27b-4933-9858-8f26a1fe7da4.npy,leg extension,f8162efd-c27b-4933-9858-8f26a1fe7da4.npy,val
pose_data/val/leg extension/e1f9deab-fafb-461b-bcc0-766ab5f1ed58.npy,leg extension,e1f9deab-fafb-461b-bcc0-766ab5f1ed58.npy,val
pose_data/val/leg extension/995f70ee-20bb-4f8b-ad6a-3c86396cd1e9.npy,leg extension,995f70ee-20bb-4f8b-ad6a-3c86396cd1e9.npy,val
pose_data/val/leg extension/531c0d9f-a309-4928-94ed-b2d906851877.npy,leg extension,531c0d9f-a309-4928-94ed-b2d906851877.npy,val
pose_data/val/leg extension/f0ef3631-772e-4266-b36f-2c7cb998f8ae.npy,leg extension,f0ef3631-772e-4266-b36f-2c7cb998f8ae.npy,val
pose_data/val/leg extension/1dae497e-0996-4dbc-9711-e352eef6c406.npy,leg extension,1dae497e-0996-4dbc-9711-e352eef6c406.npy,val
pose_data/val/leg extension/03d78e6a-3b1a-4653-8231-2f4f26bcb3b3.npy,leg extension,03d78e6a-3b1a-4653-8231-2f4f26bcb3b3.npy,val
pose_data/val/shoulder press/65c06385-fbf1-4245-bbda-3383e30f9df6.npy,shoulder press,65c06385-fbf1-4245-bbda-3383e30f9df6.npy,val
pose_data/val/shoulder press/fb02a6df-1836-47ff-bfd0-8e0e904607cb.npy,shoulder press,fb02a6df-1836-47ff-bfd0-8e0e904607cb.npy,val
pose_data/val/shoulder press/8e84663f-54ac-4567-8908-cf8920bef95f.npy,shoulder press,8e84663f-54ac-4567-8908-cf8920bef95f.npy,val
pose_data/val/shoulder press/2d66a1f0-5ecd-4b10-915a-cfa2ce4f6253.npy,shoulder press,2d66a1f0-5ecd-4b10-915a-cfa2ce4f6253.npy,val
pose_data/val/shoulder press/0773d026-012a-473e-b67e-9c1c1008e856.npy,shoulder press,0773d026-012a-473e-b67e-9c1c1008e856.npy,val
pose_data/val/shoulder press/ef3d63b9-b1b2-48ab-9ac9-7d2d3fac3f91.npy,shoulder press,ef3d63b9-b1b2-48ab-9ac9-7d2d3fac3f91.npy,val
pose_data/val/shoulder press/d03803cf-a5a4-4ae9-bc19-28bb9fcec3a5.npy,shoulder press,d03803cf-a5a4-4ae9-bc19-28bb9fcec3a5.npy,val
pose_data/val/shoulder press/6b084b5d-cb0b-4858-8f33-7be398bc5b7e.npy,shoulder press,6b084b5d-cb0b-4858-8f33-7be398bc5b7e.npy,val
pose_data/val/t bar row/be2c7236-9f79-46b6-a140-1437236da3d3.npy,t bar row,be2c7236-9f79-46b6-a140-1437236da3d3.npy,val
pose_data/val/t bar row/9861bfaa-5346-460e-9553-9695f088db0b.npy,t bar row,9861bfaa-5346-460e-9553-9695f088db0b.npy,val
pose_data/val/t bar row/24326b50-3eab-47ea-aeef-a0ccdb877f38.npy,t bar row,24326b50-3eab-47ea-aeef-a0ccdb877f38.npy,val
pose_data/val/t bar row/22405711-842b-4af7-8404-715089d99b26.npy,t bar row,22405711-842b-4af7-8404-715089d99b26.npy,val
pose_data/val/t bar row/2a1c8e04-4926-4eda-bbfc-8ab72c400de5.npy,t bar row,2a1c8e04-4926-4eda-bbfc-8ab72c400de5.npy,val
pose_data/val/t bar row/3ebba3d7-b0ba-43d0-b515-7b171cc3e583.npy,t bar row,3ebba3d7-b0ba-43d0-b515-7b171cc3e583.npy,val
pose_data/val/t bar row/18a1d319-6e5d-4899-adca-359e345327e6.npy,t bar row,18a1d319-6e5d-4899-adca-359e345327e6.npy,val
pose_data/val/t bar row/d5f7c83c-6156-4300-b8e1-5bfc14196a36.npy,t bar row,d5f7c83c-6156-4300-b8e1-5bfc14196a36.npy,val
pose_data/val/t bar row/6b8607c6-6253-449d-8f22-a3f61f00fbe2.npy,t bar row,6b8607c6-6253-449d-8f22-a3f61f00fbe2.npy,val
pose_data/val/t bar row/dd81235f-0c39-4440-b683-695ddc71763d.npy,t bar row,dd81235f-0c39-4440-b683-695ddc71763d.npy,val
pose_data/val/t bar row/22110b55-79aa-45c2-a3e9-7de6a4125fda.npy,t bar row,22110b55-79aa-45c2-a3e9-7de6a4125fda.npy,val
pose_data/val/t bar row/9f7335b4-c7b5-48a8-8852-0db8602a569f.npy,t bar row,9f7335b4-c7b5-48a8-8852-0db8602a569f.npy,val
pose_data/val/t bar row/6a75d095-0739-4c58-b7ab-f0bbee88068a.npy,t bar row,6a75d095-0739-4c58-b7ab-f0bbee88068a.npy,val
pose_data/val/decline bench press/04872777-3cff-406f-81f1-e50705db0ffd.npy,decline bench press,04872777-3cff-406f-81f1-e50705db0ffd.npy,val
pose_data/val/decline bench press/9932bbbf-83d4-4f40-8b03-dcf02c0a45cc.npy,decline bench press,9932bbbf-83d4-4f40-8b03-dcf02c0a45cc.npy,val
pose_data/val/decline bench press/6a443fdc-e23b-4f51-979f-b03b71c3991e.npy,decline bench press,6a443fdc-e23b-4f51-979f-b03b71c3991e.npy,val
pose_data/val/decline bench press/59c2c415-b0af-4e12-bc76-2619570a1515.npy,decline bench press,59c2c415-b0af-4e12-bc76-2619570a1515.npy,val
pose_data/val/decline bench press/16195984-71ad-45bb-b2ee-0a817c09b9ef.npy,decline bench press,16195984-71ad-45bb-b2ee-0a817c09b9ef.npy,val
pose_data/val/decline bench press/a23fc8c1-ab5f-46c4-aa5c-0bc3f1348bbc.npy,decline bench press,a23fc8c1-ab5f-46c4-aa5c-0bc3f1348bbc.npy,val
pose_data/val/decline bench press/4637ac59-f125-496f-8cd4-d83236eb283a.npy,decline bench press,4637ac59-f125-496f-8cd4-d83236eb283a.npy,val
pose_data/val/decline bench press/7e0503d8-e5fe-499e-bdd2-dcb6e6d20f2e.npy,decline bench press,7e0503d8-e5fe-499e-bdd2-dcb6e6d20f2e.npy,val
pose_data/val/decline bench press/f6824232-179d-4f6e-bfe5-672aa23da905.npy,decline bench press,f6824232-179d-4f6e-bfe5-672aa23da905.npy,val
pose_data/val/decline bench press/2dc2e59a-504e-4833-beed-85b7823bdb56.npy,decline bench press,2dc2e59a-504e-4833-beed-85b7823bdb56.npy,val
pose_data/val/decline bench press/87c83c63-2684-435b-9744-2d64e0b79477.npy,decline bench press,87c83c63-2684-435b-9744-2d64e0b79477.npy,val
pose_data/val/decline bench press/1ab07984-dbac-4e89-bac6-be5470bc0fba.npy,decline bench press,1ab07984-dbac-4e89-bac6-be5470bc0fba.npy,val
pose_data/val/decline bench press/6c897d2c-8d31-46ac-b51d-e3d0b4c48922.npy,decline bench press,6c897d2c-8d31-46ac-b51d-e3d0b4c48922.npy,val
pose_data/val/decline bench press/455c34bf-7844-4b9a-a3ed-aa3cbd1aa916.npy,decline bench press,455c34bf-7844-4b9a-a3ed-aa3cbd1aa916.npy,val
pose_data/val/decline bench press/9d3fa5a9-768f-489c-ba5f-800972143aa9.npy,decline bench press,9d3fa5a9-768f-489c-ba5f-800972143aa9.npy,val
pose_data/val/decline bench press/4e5161b3-4738-43fe-82fc-beb54548f775.npy,decline bench press,4e5161b3-4738-43fe-82fc-beb54548f775.npy,val
pose_data/val/decline bench press/0161c344-7c3a-4d44-b831-4586e4d15811.npy,decline bench press,0161c344-7c3a-4d44-b831-4586e4d15811.npy,val
pose_data/val/bench press/11afa767-843e-45a8-ae0b-cbb1d6c1c2a8.npy,bench press,11afa767-843e-45a8-ae0b-cbb1d6c1c2a8.npy,val
pose_data/val/bench press/b2892672-7b27-4da9-b2ca-5d979fb5d5a9.npy,bench press,b2892672-7b27-4da9-b2ca-5d979fb5d5a9.npy,val
pose_data/val/bench press/fffeca37-32df-442d-9381-9fa9690f5768.npy,bench press,fffeca37-32df-442d-9381-9fa9690f5768.npy,val
pose_data/val/bench press/d198b21a-cd19-4186-ac45-5c254508b03b.npy,bench press,d198b21a-cd19-4186-ac45-5c254508b03b.npy,val
pose_data/val/bench press/10c4e64c-5089-46c1-8973-d9abaeb4efc3.npy,bench press,10c4e64c-5089-46c1-8973-d9abaeb4efc3.npy,val
pose_data/val/bench press/1c8fb846-08b3-48f3-b472-b30ffc9b3b38.npy,bench press,1c8fb846-08b3-48f3-b472-b30ffc9b3b38.npy,val
pose_data/val/bench press/fe9b47a0-c4c3-43e2-be92-01746ba088ce.npy,bench press,fe9b47a0-c4c3-43e2-be92-01746ba088ce.npy,val
pose_data/val/bench press/fe443092-1ff8-4261-a2ee-94830c4f126a.npy,bench press,fe443092-1ff8-4261-a2ee-94830c4f126a.npy,val
pose_data/val/bench press/d9bd416e-04cc-44b2-916c-ba7a08b780ad.npy,bench press,d9bd416e-04cc-44b2-916c-ba7a08b780ad.npy,val
pose_data/val/bench press/617312e4-002e-40cc-bde3-5cccfba3f981.npy,bench press,617312e4-002e-40cc-bde3-5cccfba3f981.npy,val
pose_data/val/bench press/e8cc960b-ba61-4346-a5fa-895dd2adb51f.npy,bench press,e8cc960b-ba61-4346-a5fa-895dd2adb51f.npy,val
pose_data/val/bench press/00fc7fe1-cabf-4739-a6d7-f39d78252747.npy,bench press,00fc7fe1-cabf-4739-a6d7-f39d78252747.npy,val
pose_data/val/bench press/b735ce02-dfbb-4028-84c9-9ffb945caee2.npy,bench press,b735ce02-dfbb-4028-84c9-9ffb945caee2.npy,val
pose_data/val/bench press/80fb49dc-4db2-4a93-b92f-0664d1679ab1.npy,bench press,80fb49dc-4db2-4a93-b92f-0664d1679ab1.npy,val
pose_data/val/bench press/555708c7-b1db-4833-9245-697346b0e26d.npy,bench press,555708c7-b1db-4833-9245-697346b0e26d.npy,val
pose_data/val/bench press/0ff60219-c551-437c-9132-530c06bc6882.npy,bench press,0ff60219-c551-437c-9132-530c06bc6882.npy,val
pose_data/val/bench press/1aedeab6-f53a-4d21-8354-9c62e0e4c7b5.npy,bench press,1aedeab6-f53a-4d21-8354-9c62e0e4c7b5.npy,val
pose_data/val/bench press/7e206c7d-3c9d-44db-96ed-f111282431ac.npy,bench press,7e206c7d-3c9d-44db-96ed-f111282431ac.npy,val
pose_data/val/bench press/5bc058a5-3ccb-4813-81b0-c9f19475e2b0.npy,bench press,5bc058a5-3ccb-4813-81b0-c9f19475e2b0.npy,val
pose_data/val/lateral raise/853af37f-5b12-4817-acd5-7dd85d98f238.npy,lateral raise,853af37f-5b12-4817-acd5-7dd85d98f238.npy,val
pose_data/val/lateral raise/94421219-8485-4813-b501-9bd5c2cd47da.npy,lateral raise,94421219-8485-4813-b501-9bd5c2cd47da.npy,val
pose_data/val/lateral raise/78a8ea7a-54d4-4b55-a4c9-933973cfc73e.npy,lateral raise,78a8ea7a-54d4-4b55-a4c9-933973cfc73e.npy,val
pose_data/val/lateral raise/2498989a-6251-4c53-8460-0a75749d887e.npy,lateral raise,2498989a-6251-4c53-8460-0a75749d887e.npy,val
pose_data/val/lateral raise/3b36a4b1-a026-46d9-8639-b20a67f6f6c1.npy,lateral raise,3b36a4b1-a026-46d9-8639-b20a67f6f6c1.npy,val
pose_data/val/lateral raise/b5d18c8e-0919-4a20-b81e-025b6a86d592.npy,lateral raise,b5d18c8e-0919-4a20-b81e-025b6a86d592.npy,val
pose_data/val/lateral raise/5ab8abc1-59ee-4260-af46-955f74889a37.npy,lateral raise,5ab8abc1-59ee-4260-af46-955f74889a37.npy,val
pose_data/val/lateral raise/2a893caf-7e1d-4fcb-a6e4-f732b55afc98.npy,lateral raise,2a893caf-7e1d-4fcb-a6e4-f732b55afc98.npy,val
pose_data/val/lateral raise/811033b9-636c-46d1-81dd-fea5337bf615.npy,lateral raise,811033b9-636c-46d1-81dd-fea5337bf615.npy,val
pose_data/val/lateral raise/0b40b2a1-a59c-47a3-9c37-6d523da86ba1.npy,lateral raise,0b40b2a1-a59c-47a3-9c37-6d523da86ba1.npy,val
pose_data/val/lateral raise/7f704ab7-46fc-4c3b-a07c-23770d1171cb.npy,lateral raise,7f704ab7-46fc-4c3b-a07c-23770d1171cb.npy,val
pose_data/val/pull Up/787d4fea-60cf-45c3-a883-1a24232c7cb6.npy,pull Up,787d4fea-60cf-45c3-a883-1a24232c7cb6.npy,val
pose_data/val/pull Up/1e9f9e12-99d5-4bbf-a3cb-d6379e44203f.npy,pull Up,1e9f9e12-99d5-4bbf-a3cb-d6379e44203f.npy,val
pose_data/val/pull Up/9dd66562-a708-4553-b684-996de1425ddf.npy,pull Up,9dd66562-a708-4553-b684-996de1425ddf.npy,val
pose_data/val/pull Up/329615cb-e084-4ec0-8b1d-478057fd089f.npy,pull Up,329615cb-e084-4ec0-8b1d-478057fd089f.npy,val
pose_data/val/pull Up/ffc41a52-7154-4c1e-b9e1-139629fff91a.npy,pull Up,ffc41a52-7154-4c1e-b9e1-139629fff91a.npy,val
pose_data/val/pull Up/b2d33bbf-054d-4e62-ac2e-9fcacf396aa0.npy,pull Up,b2d33bbf-054d-4e62-ac2e-9fcacf396aa0.npy,val
pose_data/val/pull Up/2430f678-71b5-46f4-9943-4549a4306c86.npy,pull Up,2430f678-71b5-46f4-9943-4549a4306c86.npy,val
pose_data/val/pull Up/f57a7dde-51f8-4e2e-91a3-94ac4462bd3a.npy,pull Up,f57a7dde-51f8-4e2e-91a3-94ac4462bd3a.npy,val
pose_data/val/pull Up/26356bcb-6ada-4d7f-b395-b685d79afbfc.npy,pull Up,26356bcb-6ada-4d7f-b395-b685d79afbfc.npy,val
pose_data/val/pull Up/ab5e1c37-879c-4a9e-b848-d741a118afb7.npy,pull Up,ab5e1c37-879c-4a9e-b848-d741a118afb7.npy,val
pose_data/val/pull Up/3221beac-5143-4d24-9ee1-2680d82dc8d7.npy,pull Up,3221beac-5143-4d24-9ee1-2680d82dc8d7.npy,val
pose_data/val/pull Up/f2ed5d24-ee9a-414b-9742-3781dc2ef713.npy,pull Up,f2ed5d24-ee9a-414b-9742-3781dc2ef713.npy,val
pose_data/val/pull Up/8cd92461-4c73-4693-95ae-101dddf8751c.npy,pull Up,8cd92461-4c73-4693-95ae-101dddf8751c.npy,val
pose_data/val/plank/6b862361-92aa-4897-9965-7371afc950a2.npy,plank,6b862361-92aa-4897-9965-7371afc950a2.npy,val
pose_data/val/plank/09de5c17-291e-4ec8-881b-b86f089cdf28.npy,plank,09de5c17-291e-4ec8-881b-b86f089cdf28.npy,val
pose_data/val/plank/3fe46a43-37da-498e-86ec-81b2c4ac9208.npy,plank,3fe46a43-37da-498e-86ec-81b2c4ac9208.npy,val
pose_data/val/plank/6d25197a-a671-4ac1-9f3b-614195ad45a5.npy,plank,6d25197a-a671-4ac1-9f3b-614195ad45a5.npy,val
pose_data/val/plank/7e5f2331-643e-497e-9aa2-8cfadbbe6bca.npy,plank,7e5f2331-643e-497e-9aa2-8cfadbbe6bca.npy,val
pose_data/val/plank/8f9e4eb5-9657-4e99-b88c-c65c9008808f.npy,plank,8f9e4eb5-9657-4e99-b88c-c65c9008808f.npy,val
pose_data/val/plank/af1e1e46-aa80-45d3-ae61-6b1a48f9febc.npy,plank,af1e1e46-aa80-45d3-ae61-6b1a48f9febc.npy,val
pose_data/val/plank/92963749-8c09-4e5d-9ff4-132e40327fc8.npy,plank,92963749-8c09-4e5d-9ff4-132e40327fc8.npy,val
pose_data/val/plank/e0c636eb-593f-4221-aeee-9e1324358c83.npy,plank,e0c636eb-593f-4221-aeee-9e1324358c83.npy,val
pose_data/val/plank/4b58a1b1-5839-428a-8c9f-3f809da100e4.npy,plank,4b58a1b1-5839-428a-8c9f-3f809da100e4.npy,val
pose_data/val/plank/68b167a2-3147-4c25-ba5b-008116d1ee2c.npy,plank,68b167a2-3147-4c25-ba5b-008116d1ee2c.npy,val
pose_data/val/plank/cf46cac8-93ed-487f-a913-83321c92b7ce.npy,plank,cf46cac8-93ed-487f-a913-83321c92b7ce.npy,val
pose_data/val/plank/c0d9143a-a971-4d74-9a6c-361ae0ec0a53.npy,plank,c0d9143a-a971-4d74-9a6c-361ae0ec0a53.npy,val
pose_data/val/plank/89e90863-db27-4f3e-bc42-12c78e7e4a24.npy,plank,89e90863-db27-4f3e-bc42-12c78e7e4a24.npy,val
pose_data/val/plank/d6bb3fb8-684f-423c-90d2-70aaa6d3b148.npy,plank,d6bb3fb8-684f-423c-90d2-70aaa6d3b148.npy,val
pose_data/val/plank/9f2cb2cb-bae8-4d7e-8d43-573070f4d1e2.npy,plank,9f2cb2cb-bae8-4d7e-8d43-573070f4d1e2.npy,val
pose_data/val/plank/67ed676a-5be7-498d-8b51-ba4a7bad7a7c.npy,plank,67ed676a-5be7-498d-8b51-ba4a7bad7a7c.npy,val
pose_data/val/plank/1e02ffbf-0de2-4df4-bb3b-e6a0a06632eb.npy,plank,1e02ffbf-0de2-4df4-bb3b-e6a0a06632eb.npy,val
pose_data/val/plank/69cfd731-3388-4bc8-8f2c-63a30d0a6126.npy,plank,69cfd731-3388-4bc8-8f2c-63a30d0a6126.npy,val
pose_data/val/plank/94edbe5a-afaa-47e0-972a-fdcf83e37200.npy,plank,94edbe5a-afaa-47e0-972a-fdcf83e37200.npy,val
pose_data/val/plank/001a3533-4b19-457e-8c3b-92f200aee41e.npy,plank,001a3533-4b19-457e-8c3b-92f200aee41e.npy,val
pose_data/val/plank/7199bf0d-6d65-46b2-a7b1-9e8d75b4d617.npy,plank,7199bf0d-6d65-46b2-a7b1-9e8d75b4d617.npy,val
pose_data/val/plank/9cde66f3-5cc5-470d-9c0a-cd44ef82616e.npy,plank,9cde66f3-5cc5-470d-9c0a-cd44ef82616e.npy,val
pose_data/val/plank/b561a6ce-a35d-45eb-8a44-57ff016f7b98.npy,plank,b561a6ce-a35d-45eb-8a44-57ff016f7b98.npy,val
pose_data/val/plank/a5b336a9-f0a1-4582-b957-82691390b256.npy,plank,a5b336a9-f0a1-4582-b957-82691390b256.npy,val
pose_data/val/plank/cd18f50f-90fc-47f8-b9e3-12326ff64936.npy,plank,cd18f50f-90fc-47f8-b9e3-12326ff64936.npy,val
pose_data/val/plank/7da5b57c-6063-4c83-aa2d-12a1db21f734.npy,plank,7da5b57c-6063-4c83-aa2d-12a1db21f734.npy,val
pose_data/val/plank/e36f6296-e4c6-41cb-9ce0-1157e791722d.npy,plank,e36f6296-e4c6-41cb-9ce0-1157e791722d.npy,val
pose_data/val/plank/9c3915dd-4962-4dbf-9e94-6831494c9731.npy,plank,9c3915dd-4962-4dbf-9e94-6831494c9731.npy,val
pose_data/val/plank/55f48063-3b78-4529-bc93-196aa9d64d49.npy,plank,55f48063-3b78-4529-bc93-196aa9d64d49.npy,val
pose_data/val/plank/a98b3eac-5681-44e3-9c99-bebcc1c7b3e1.npy,plank,a98b3eac-5681-44e3-9c99-bebcc1c7b3e1.npy,val
pose_data/val/leg raises/8a038a9e-25ac-4e9f-aa29-232d1e1e3677.npy,leg raises,8a038a9e-25ac-4e9f-aa29-232d1e1e3677.npy,val
pose_data/val/leg raises/b0a76ddd-b8ac-43ae-8c8f-13745a51621b.npy,leg raises,b0a76ddd-b8ac-43ae-8c8f-13745a51621b.npy,val
pose_data/val/leg raises/ffc444cc-c20a-4757-bf03-28fe401593fb.npy,leg raises,ffc444cc-c20a-4757-bf03-28fe401593fb.npy,val
pose_data/val/leg raises/172c66d7-f682-4b4d-bcac-bdce23075c10.npy,leg raises,172c66d7-f682-4b4d-bcac-bdce23075c10.npy,val
pose_data/val/leg raises/40387c8f-c590-48d9-95a6-7a92e41fe504.npy,leg raises,40387c8f-c590-48d9-95a6-7a92e41fe504.npy,val
pose_data/val/leg raises/20d9a343-3b6c-47b7-8c4c-df778f7a3aee.npy,leg raises,20d9a343-3b6c-47b7-8c4c-df778f7a3aee.npy,val
pose_data/val/leg raises/9b154e9c-086c-4d09-9d55-2d1aba10046e.npy,leg raises,9b154e9c-086c-4d09-9d55-2d1aba10046e.npy,val
pose_data/val/leg raises/722a0c31-9fd1-42c0-8213-c9fe886f8aff.npy,leg raises,722a0c31-9fd1-42c0-8213-c9fe886f8aff.npy,val
pose_data/val/leg raises/c0461ff8-2b78-4f2f-8535-1f4170a7d327.npy,leg raises,c0461ff8-2b78-4f2f-8535-1f4170a7d327.npy,val
